player,team,prop,pp_line,projection_id,kickoff,player_clean,prop_clean
Rome Odunze,CHI,Receptions,5.5,6298491,2025-09-08T20:15:00-04:00,ROME ODUNZE,RECEPTIONSEPTIONS
Rome Odunze,CHI,Longest Reception,20.5,6299600,2025-09-08T20:15:00-04:00,ROME ODUNZE,LONGEST RECEPTIONSEPTION
Rome Odunze,CHI,Longest Reception,39.5,6300595,2025-09-08T20:15:00-04:00,ROME ODUNZE,LONGEST RECEPTIONSEPTION
Rome Odunze,CHI,Longest Reception,29.5,6300596,2025-09-08T20:15:00-04:00,ROME ODUNZE,LONGEST RECEPTIONSEPTION
Rome Odunze,CHI,Longest Reception,19.5,6300597,2025-09-08T20:15:00-04:00,ROME ODUNZE,LONGEST RECEPTIONSEPTION
Rome Odunze,CHI,Longest Reception,14.5,6328589,2025-09-08T20:15:00-04:00,ROME ODUNZE,LONGEST RECEPTIONSEPTION
Montez Sweat,CHI,Sacks,0.5,6423587,2025-09-08T20:15:00-04:00,MONTEZ SWEAT,SACKS
Will Reichard,MIN,Kicking Points,7.0,6299602,2025-09-08T20:15:00-04:00,WILL REICHARD,KICKING POINTS
Will Reichard,MIN,FG Made,3.5,6451756,2025-09-08T20:15:00-04:00,WILL REICHARD,FG MADE
Will Reichard,MIN,FG Made,2.5,6451757,2025-09-08T20:15:00-04:00,WILL REICHARD,FG MADE
Ty Chandler,MIN,Rush+Rec TDs,0.5,5738875,2025-09-08T20:15:00-04:00,TY CHANDLER,RUSH+RECEPTIONS TDS
Jalen Nailor,MIN,Rush+Rec TDs,0.5,5650704,2025-09-08T20:15:00-04:00,JALEN NAILOR,RUSH+RECEPTIONS TDS
Jalen Nailor,MIN,Receiving Yards,20.5,6068167,2025-09-08T20:15:00-04:00,JALEN NAILOR,RECEPTIONSEIVING YARDS
Jalen Nailor,MIN,Receiving Yards,69.5,6068169,2025-09-08T20:15:00-04:00,JALEN NAILOR,RECEPTIONSEIVING YARDS
Jalen Nailor,MIN,Receiving Yards,59.5,6068170,2025-09-08T20:15:00-04:00,JALEN NAILOR,RECEPTIONSEIVING YARDS
Jalen Nailor,MIN,Receiving Yards,49.5,6068171,2025-09-08T20:15:00-04:00,JALEN NAILOR,RECEPTIONSEIVING YARDS
Jalen Nailor,MIN,Receiving Yards,39.5,6068172,2025-09-08T20:15:00-04:00,JALEN NAILOR,RECEPTIONSEIVING YARDS
Jalen Nailor,MIN,Longest Reception,13.5,6299594,2025-09-08T20:15:00-04:00,JALEN NAILOR,LONGEST RECEPTIONSEPTION
Jalen Nailor,MIN,Longest Reception,19.5,6300744,2025-09-08T20:15:00-04:00,JALEN NAILOR,LONGEST RECEPTIONSEPTION
Jalen Nailor,MIN,Longest Reception,29.5,6305366,2025-09-08T20:15:00-04:00,JALEN NAILOR,LONGEST RECEPTIONSEPTION
Jalen Nailor,MIN,Receptions,3.5,6432486,2025-09-08T20:15:00-04:00,JALEN NAILOR,RECEPTIONSEPTIONS
Jalen Nailor,MIN,Receptions,1.5,6432487,2025-09-08T20:15:00-04:00,JALEN NAILOR,RECEPTIONSEPTIONS
Jalen Nailor,MIN,Longest Reception,9.5,6452939,2025-09-08T20:15:00-04:00,JALEN NAILOR,LONGEST RECEPTIONSEPTION
Jalen Nailor,MIN,Receiving Yards,9.5,6452940,2025-09-08T20:15:00-04:00,JALEN NAILOR,RECEPTIONSEIVING YARDS
Jalen Nailor,MIN,Receptions,2.5,6452941,2025-09-08T20:15:00-04:00,JALEN NAILOR,RECEPTIONSEPTIONS
Jalen Nailor,MIN,Receptions,4.5,6480742,2025-09-08T20:15:00-04:00,JALEN NAILOR,RECEPTIONSEPTIONS
Jalen Nailor,MIN,Receiving Yards,14.5,6483239,2025-09-08T20:15:00-04:00,JALEN NAILOR,RECEPTIONSEIVING YARDS
Josh Oliver,MIN,Rush+Rec TDs,0.5,5738891,2025-09-08T20:15:00-04:00,JOSH OLIVER,RUSH+RECEPTIONS TDS
Josh Oliver,MIN,Receiving Yards,39.5,6497722,2025-09-08T20:15:00-04:00,JOSH OLIVER,RECEPTIONSEIVING YARDS
Josh Oliver,MIN,Receiving Yards,24.5,6497723,2025-09-08T20:15:00-04:00,JOSH OLIVER,RECEPTIONSEIVING YARDS
Josh Oliver,MIN,Receiving Yards,6.5,6497724,2025-09-08T20:15:00-04:00,JOSH OLIVER,RECEPTIONSEIVING YARDS
Josh Oliver,MIN,Longest Reception,6.5,6497736,2025-09-08T20:15:00-04:00,JOSH OLIVER,LONGEST RECEPTIONSEPTION
Josh Oliver,MIN,Receiving Yards,49.5,6497792,2025-09-08T20:15:00-04:00,JOSH OLIVER,RECEPTIONSEIVING YARDS
T.J. Hockenson,MIN,Rush+Rec TDs,0.5,5650713,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RUSH+RECEPTIONS TDS
T.J. Hockenson,MIN,Receiving Yards,42.5,6068181,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEIVING YARDS
T.J. Hockenson,MIN,Receiving Yards,29.5,6068182,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEIVING YARDS
T.J. Hockenson,MIN,Receiving Yards,79.5,6068184,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEIVING YARDS
T.J. Hockenson,MIN,Receiving Yards,69.5,6068185,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEIVING YARDS
T.J. Hockenson,MIN,Receiving Yards,59.5,6068186,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEIVING YARDS
T.J. Hockenson,MIN,Receiving Yards,49.5,6068187,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEIVING YARDS
T.J. Hockenson,MIN,Receiving Yards,24.5,6248425,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEIVING YARDS
T.J. Hockenson,MIN,Receptions,3.5,6298492,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEPTIONS
T.J. Hockenson,MIN,Receptions,7.5,6298493,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEPTIONS
T.J. Hockenson,MIN,Receptions,6.5,6298494,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEPTIONS
T.J. Hockenson,MIN,Receptions,5.5,6298495,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEPTIONS
T.J. Hockenson,MIN,Longest Reception,17.5,6299601,2025-09-08T20:15:00-04:00,TJ HOCKENSON,LONGEST RECEPTIONSEPTION
T.J. Hockenson,MIN,Longest Reception,29.5,6300747,2025-09-08T20:15:00-04:00,TJ HOCKENSON,LONGEST RECEPTIONSEPTION
T.J. Hockenson,MIN,Longest Reception,19.5,6300748,2025-09-08T20:15:00-04:00,TJ HOCKENSON,LONGEST RECEPTIONSEPTION
T.J. Hockenson,MIN,Longest Reception,14.5,6328590,2025-09-08T20:15:00-04:00,TJ HOCKENSON,LONGEST RECEPTIONSEPTION
T.J. Hockenson,MIN,Receptions,2.5,6447765,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEPTIONS
Colston Loveland,CHI,Rush+Rec TDs,0.5,5650700,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RUSH+RECEPTIONS TDS
Colston Loveland,CHI,Receiving Yards,25.5,6067937,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONSEIVING YARDS
Colston Loveland,CHI,Receiving Yards,19.5,6228078,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONSEIVING YARDS
Colston Loveland,CHI,Receiving Yards,59.5,6228079,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONSEIVING YARDS
Colston Loveland,CHI,Receiving Yards,49.5,6228080,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONSEIVING YARDS
Colston Loveland,CHI,Receiving Yards,39.5,6228081,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONSEIVING YARDS
Colston Loveland,CHI,Receiving Yards,14.5,6248415,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONSEIVING YARDS
Colston Loveland,CHI,Receiving Yards,24.5,6270258,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONSEIVING YARDS
Colston Loveland,CHI,Receptions,1.5,6298454,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONSEPTIONS
Colston Loveland,CHI,Receptions,2.5,6298455,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONSEPTIONS
Colston Loveland,CHI,Receptions,5.5,6298456,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONSEPTIONS
Colston Loveland,CHI,Receptions,4.5,6298457,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONSEPTIONS
Colston Loveland,CHI,Receptions,3.5,6298458,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONSEPTIONS
Colston Loveland,CHI,Longest Reception,14.5,6299582,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,LONGEST RECEPTIONSEPTION
Colston Loveland,CHI,Longest Reception,29.5,6300737,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,LONGEST RECEPTIONSEPTION
Colston Loveland,CHI,Longest Reception,19.5,6300738,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,LONGEST RECEPTIONSEPTION
Colston Loveland,CHI,Longest Reception,9.5,6328584,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,LONGEST RECEPTIONSEPTION
Colston Loveland,CHI,Receptions,3.0,6483412,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONSEPTIONS
J.J. McCarthy,MIN,Rush+Rec TDs,0.5,5650703,2025-09-08T20:15:00-04:00,JJ MCCARTHY,RUSH+RECEPTIONS TDS
J.J. McCarthy,MIN,Pass TDs,1.5,6068161,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS TDS
J.J. McCarthy,MIN,Pass Yards,221.5,6068162,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASSING YARDS
J.J. McCarthy,MIN,Rush Yards,17.5,6068163,2025-09-08T20:15:00-04:00,JJ MCCARTHY,RUSHING YARDS
J.J. McCarthy,MIN,Rush Yards,39.5,6068164,2025-09-08T20:15:00-04:00,JJ MCCARTHY,RUSHING YARDS
J.J. McCarthy,MIN,Rush Yards,29.5,6068165,2025-09-08T20:15:00-04:00,JJ MCCARTHY,RUSHING YARDS
J.J. McCarthy,MIN,Rush Yards,19.5,6068166,2025-09-08T20:15:00-04:00,JJ MCCARTHY,RUSHING YARDS
J.J. McCarthy,MIN,Pass TDs,0.5,6228083,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS TDS
J.J. McCarthy,MIN,Pass TDs,2.5,6228084,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS TDS
J.J. McCarthy,MIN,Pass Yards,189.5,6248416,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASSING YARDS
J.J. McCarthy,MIN,Pass Yards,179.5,6248417,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASSING YARDS
J.J. McCarthy,MIN,Pass Yards,199.5,6248418,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASSING YARDS
J.J. McCarthy,MIN,Pass Yards,169.5,6248419,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASSING YARDS
J.J. McCarthy,MIN,Pass Yards,299.5,6248420,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASSING YARDS
J.J. McCarthy,MIN,Pass Yards,289.5,6248421,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASSING YARDS
J.J. McCarthy,MIN,Pass Yards,279.5,6248422,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASSING YARDS
J.J. McCarthy,MIN,Pass Yards,269.5,6248423,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASSING YARDS
J.J. McCarthy,MIN,Rush Yards,44.5,6294109,2025-09-08T20:15:00-04:00,JJ MCCARTHY,RUSHING YARDS
J.J. McCarthy,MIN,INT,1.5,6298477,2025-09-08T20:15:00-04:00,JJ MCCARTHY,INT
J.J. McCarthy,MIN,INT,0.5,6298478,2025-09-08T20:15:00-04:00,JJ MCCARTHY,INT
J.J. McCarthy,MIN,Longest Rush,9.5,6298479,2025-09-08T20:15:00-04:00,JJ MCCARTHY,LONGEST RUSH
J.J. McCarthy,MIN,Longest Completion,34.5,6299589,2025-09-08T20:15:00-04:00,JJ MCCARTHY,LONGEST COMPLETION
J.J. McCarthy,MIN,Pass Attempts,31.0,6299590,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS ATTEMPTSEMPTSEMPTS
J.J. McCarthy,MIN,Pass Completions,24.5,6299591,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS COMPLETIONS
J.J. McCarthy,MIN,Pass Completions,20.5,6299592,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS COMPLETIONS
J.J. McCarthy,MIN,Pass+Rush Yds,241.5,6299593,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS+RUSHING YARDS
J.J. McCarthy,MIN,Pass Attempts,39.5,6328586,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS ATTEMPTSEMPTSEMPTS
J.J. McCarthy,MIN,Pass Attempts,29.5,6328587,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS ATTEMPTSEMPTSEMPTS
J.J. McCarthy,MIN,Pass Completions,17.5,6328588,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS COMPLETIONS
J.J. McCarthy,MIN,Pass+Rush Yds,209.5,6344479,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS+RUSHING YARDS
J.J. McCarthy,MIN,Pass+Rush Yds,199.5,6344480,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS+RUSHING YARDS
J.J. McCarthy,MIN,Pass+Rush Yds,219.5,6344481,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS+RUSHING YARDS
J.J. McCarthy,MIN,Pass+Rush Yds,329.5,6344482,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS+RUSHING YARDS
J.J. McCarthy,MIN,Pass+Rush Yds,319.5,6344483,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS+RUSHING YARDS
J.J. McCarthy,MIN,Pass+Rush Yds,309.5,6344484,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS+RUSHING YARDS
J.J. McCarthy,MIN,Rush Yards,9.5,6345481,2025-09-08T20:15:00-04:00,JJ MCCARTHY,RUSHING YARDS
J.J. McCarthy,MIN,Rush Attempts,5.5,6356057,2025-09-08T20:15:00-04:00,JJ MCCARTHY,RUSH ATTEMPTSEMPTS
J.J. McCarthy,MIN,Rush Attempts,2.5,6421216,2025-09-08T20:15:00-04:00,JJ MCCARTHY,RUSH ATTEMPTSEMPTS
J.J. McCarthy,MIN,Rush Yards,14.5,6424637,2025-09-08T20:15:00-04:00,JJ MCCARTHY,RUSHING YARDS
J.J. McCarthy,MIN,Pass Attempts,27.5,6462163,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS ATTEMPTSEMPTSEMPTS
Jordan Mason,MIN,Rush+Rec TDs,0.5,5650706,2025-09-08T20:15:00-04:00,JORDAN MASON,RUSH+RECEPTIONS TDS
Jordan Mason,MIN,Rush Yards,29.5,6274214,2025-09-08T20:15:00-04:00,JORDAN MASON,RUSHING YARDS
Jordan Mason,MIN,Rush Yards,24.5,6274215,2025-09-08T20:15:00-04:00,JORDAN MASON,RUSHING YARDS
Jordan Mason,MIN,Rush Yards,40.5,6274216,2025-09-08T20:15:00-04:00,JORDAN MASON,RUSHING YARDS
Jordan Mason,MIN,Rush Yards,79.5,6274217,2025-09-08T20:15:00-04:00,JORDAN MASON,RUSHING YARDS
Jordan Mason,MIN,Rush Yards,69.5,6274218,2025-09-08T20:15:00-04:00,JORDAN MASON,RUSHING YARDS
Jordan Mason,MIN,Rush Yards,59.5,6274219,2025-09-08T20:15:00-04:00,JORDAN MASON,RUSHING YARDS
Jordan Mason,MIN,Rush Yards,49.5,6274220,2025-09-08T20:15:00-04:00,JORDAN MASON,RUSHING YARDS
Jordan Mason,MIN,Rush Attempts,11.5,6429034,2025-09-08T20:15:00-04:00,JORDAN MASON,RUSH ATTEMPTSEMPTS
Jordan Mason,MIN,Rush Attempts,8.5,6429036,2025-09-08T20:15:00-04:00,JORDAN MASON,RUSH ATTEMPTSEMPTS
Jordan Mason,MIN,Rush Attempts,9.5,6429041,2025-09-08T20:15:00-04:00,JORDAN MASON,RUSH ATTEMPTSEMPTS
Jordan Mason,MIN,Rush Attempts,6.5,6429916,2025-09-08T20:15:00-04:00,JORDAN MASON,RUSH ATTEMPTSEMPTS
Jordan Mason,MIN,Receiving Yards,24.5,6497768,2025-09-08T20:15:00-04:00,JORDAN MASON,RECEPTIONSEIVING YARDS
Jordan Mason,MIN,Receptions,1.5,6497770,2025-09-08T20:15:00-04:00,JORDAN MASON,RECEPTIONSEPTIONS
Jordan Mason,MIN,Receptions,0.5,6497771,2025-09-08T20:15:00-04:00,JORDAN MASON,RECEPTIONSEPTIONS
Jordan Mason,MIN,Longest Reception,4.5,6497789,2025-09-08T20:15:00-04:00,JORDAN MASON,LONGEST RECEPTIONSEPTION
Jordan Mason,MIN,Receiving Yards,4.5,6497790,2025-09-08T20:15:00-04:00,JORDAN MASON,RECEPTIONSEIVING YARDS
Kyle Monangai,CHI,Rush+Rec TDs,0.5,5650708,2025-09-08T20:15:00-04:00,KYLE MONANGAI,RUSH+RECEPTIONS TDS
Luther Burden,CHI,Rush+Rec TDs,0.5,5650709,2025-09-08T20:15:00-04:00,LUTHER BURDEN,RUSH+RECEPTIONS TDS
Luther Burden,CHI,Receiving Yards,49.5,6497727,2025-09-08T20:15:00-04:00,LUTHER BURDEN,RECEPTIONSEIVING YARDS
Luther Burden,CHI,Receiving Yards,39.5,6497728,2025-09-08T20:15:00-04:00,LUTHER BURDEN,RECEPTIONSEIVING YARDS
Luther Burden,CHI,Receiving Yards,29.5,6497729,2025-09-08T20:15:00-04:00,LUTHER BURDEN,RECEPTIONSEIVING YARDS
Luther Burden,CHI,Receiving Yards,24.5,6497730,2025-09-08T20:15:00-04:00,LUTHER BURDEN,RECEPTIONSEIVING YARDS
Luther Burden,CHI,Receiving Yards,4.5,6497731,2025-09-08T20:15:00-04:00,LUTHER BURDEN,RECEPTIONSEIVING YARDS
Luther Burden,CHI,Longest Reception,4.5,6497737,2025-09-08T20:15:00-04:00,LUTHER BURDEN,LONGEST RECEPTIONSEPTION
Luther Burden,CHI,Receiving Yards,4.5,6497793,2025-09-08T20:15:00-04:00,LUTHER BURDEN,RECEPTIONSEIVING YARDS
Luther Burden,CHI,Receptions,2.5,6498084,2025-09-08T20:15:00-04:00,LUTHER BURDEN,RECEPTIONSEPTIONS
Luther Burden,CHI,Receptions,1.5,6498085,2025-09-08T20:15:00-04:00,LUTHER BURDEN,RECEPTIONSEPTIONS
Olamide Zaccheaus,CHI,Rush+Rec TDs,0.5,5650710,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,RUSH+RECEPTIONS TDS
Olamide Zaccheaus,CHI,Receiving Yards,79.5,6274238,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,RECEPTIONSEIVING YARDS
Olamide Zaccheaus,CHI,Receiving Yards,69.5,6274239,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,RECEPTIONSEIVING YARDS
Olamide Zaccheaus,CHI,Receiving Yards,59.5,6274240,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,RECEPTIONSEIVING YARDS
Olamide Zaccheaus,CHI,Receiving Yards,49.5,6274241,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,RECEPTIONSEIVING YARDS
Olamide Zaccheaus,CHI,Receiving Yards,21.5,6274242,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,RECEPTIONSEIVING YARDS
Olamide Zaccheaus,CHI,Longest Reception,12.5,6299599,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,LONGEST RECEPTIONSEPTION
Olamide Zaccheaus,CHI,Longest Reception,29.5,6300745,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,LONGEST RECEPTIONSEPTION
Olamide Zaccheaus,CHI,Longest Reception,19.5,6300746,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,LONGEST RECEPTIONSEPTION
Olamide Zaccheaus,CHI,Receptions,2.5,6393902,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,RECEPTIONSEPTIONS
Olamide Zaccheaus,CHI,Receptions,3.5,6393903,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,RECEPTIONSEPTIONS
Olamide Zaccheaus,CHI,Receptions,1.5,6393904,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,RECEPTIONSEPTIONS
Olamide Zaccheaus,CHI,Longest Reception,9.5,6421120,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,LONGEST RECEPTIONSEPTION
Olamide Zaccheaus,CHI,Receiving Yards,9.5,6421217,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,RECEPTIONSEIVING YARDS
Olamide Zaccheaus,CHI,Receptions,4.5,6483182,2025-09-08T20:15:00-04:00,OLAMIDE ZACCHEAUS,RECEPTIONSEPTIONS
Tai Felton,MIN,Rush+Rec TDs,0.5,5650714,2025-09-08T20:15:00-04:00,TAI FELTON,RUSH+RECEPTIONS TDS
Devin Duvernay,CHI,Rush+Rec TDs,0.5,5914844,2025-09-08T20:15:00-04:00,DEVIN DUVERNAY,RUSH+RECEPTIONS TDS
Tim Jones,MIN,Rush+Rec TDs,0.5,5914845,2025-09-08T20:15:00-04:00,TIM JONES,RUSH+RECEPTIONS TDS
Blake Cashman,MIN,Sacks,0.5,6393688,2025-09-08T20:15:00-04:00,BLAKE CASHMAN,SACKS
Blake Cashman,MIN,Tackles+Ast,8.0,6430219,2025-09-08T20:15:00-04:00,BLAKE CASHMAN,TACKLES+AST
Dayo Odeyingbo,CHI,Sacks,0.5,6423583,2025-09-08T20:15:00-04:00,DAYO ODEYINGBO,SACKS
Grady Jarrett,CHI,Sacks,0.5,6423584,2025-09-08T20:15:00-04:00,GRADY JARRETT,SACKS
Grady Jarrett,CHI,Tackles+Ast,2.5,6463582,2025-09-08T20:15:00-04:00,GRADY JARRETT,TACKLES+AST
Jaquan Brisker,CHI,Sacks,0.5,6423833,2025-09-08T20:15:00-04:00,JAQUAN BRISKER,SACKS
Kevin Byard,CHI,Sacks,0.5,6423586,2025-09-08T20:15:00-04:00,KEVIN BYARD,SACKS
Kevin Byard,CHI,Tackles+Ast,7.0,6480971,2025-09-08T20:15:00-04:00,KEVIN BYARD,TACKLES+AST
Tremaine Edmunds,CHI,Sacks,0.5,6423588,2025-09-08T20:15:00-04:00,TREMAINE EDMUNDS,SACKS
Tremaine Edmunds,CHI,Tackles+Ast,8.0,6432478,2025-09-08T20:15:00-04:00,TREMAINE EDMUNDS,TACKLES+AST
Adam Thielen,MIN,Longest Reception,34.5,6425215,2025-09-08T20:15:00-04:00,ADAM THIELEN,LONGEST RECEPTIONSEPTION
Adam Thielen,MIN,Longest Reception,29.5,6425216,2025-09-08T20:15:00-04:00,ADAM THIELEN,LONGEST RECEPTIONSEPTION
Adam Thielen,MIN,Longest Reception,15.5,6425218,2025-09-08T20:15:00-04:00,ADAM THIELEN,LONGEST RECEPTIONSEPTION
Adam Thielen,MIN,Receiving Yards,69.5,6425221,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONSEIVING YARDS
Adam Thielen,MIN,Receiving Yards,64.5,6425222,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONSEIVING YARDS
Adam Thielen,MIN,Receiving Yards,59.5,6425223,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONSEIVING YARDS
Adam Thielen,MIN,Receiving Yards,49.5,6425224,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONSEIVING YARDS
Adam Thielen,MIN,Receiving Yards,19.5,6425225,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONSEIVING YARDS
Adam Thielen,MIN,Receiving Yards,24.5,6425226,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONSEIVING YARDS
Adam Thielen,MIN,Receiving Yards,14.5,6425227,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONSEIVING YARDS
Adam Thielen,MIN,Receiving Yards,26.5,6425228,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONSEIVING YARDS
Adam Thielen,MIN,Receptions,5.5,6425229,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONSEPTIONS
Adam Thielen,MIN,Receptions,4.5,6425230,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONSEPTIONS
Adam Thielen,MIN,Receptions,3.5,6425231,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONSEPTIONS
Adam Thielen,MIN,Rush+Rec TDs,0.5,6425233,2025-09-08T20:15:00-04:00,ADAM THIELEN,RUSH+RECEPTIONS TDS
Adam Thielen,MIN,Longest Reception,9.5,6480741,2025-09-08T20:15:00-04:00,ADAM THIELEN,LONGEST RECEPTIONSEPTION
Adam Thielen,MIN,Receptions,3.0,6483413,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONSEPTIONS
Adam Thielen,MIN,Receptions,1.5,6495780,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONSEPTIONS
